program,gender,watIam,first_name,last_name,email,id,team number,group
COMP/ECE,F,aduffet,Anthiathia,Duffet,aduffet@edu.uwaterloo.ca,42356485,,7
COMP/ECE,F,aedger,Arvy,Edger,aedger@edu.uwaterloo.ca,16229349,,8
COMP/ECE,F,agibber,Angelia,Gibberd,agibber@edu.uwaterloo.ca,98978140,,9
COMP/ECE,F,akonzel,Avril,Konzel,akonzel@edu.uwaterloo.ca,34149851,,10
COMP/ECE,F,aland,Angelia,Land,aland@edu.uwaterloo.ca,31115095,,11
COMP/ECE,F,amaccra,Albrecht,MacCracken,amaccra@edu.uwaterloo.ca,85642870,,12
COMP/ECE,F,amounch,Alica,Mounch,amounch@edu.uwaterloo.ca,31233260,,13
COMP/ECE,F,amuzzi,Adelice,Muzzi,amuzzi@edu.uwaterloo.ca,33255166,,14
COMP/ECE,F,apallas,Amity,Pallas,apallas@edu.uwaterloo.ca,47563488,,15
COMP/ECE,F,apetric,Aguistin,Petric,apetric@edu.uwaterloo.ca,80107309,,16
COMP/ECE,F,apopela,Abbe,Popelay,apopela@edu.uwaterloo.ca,72520876,,17
COMP/ECE,F,arosen,Alaine,Rosen,arosen@edu.uwaterloo.ca,57376129,,18
COMP/ECE,F,aswepst,Ajay,Swepstone,aswepst@edu.uwaterloo.ca,65809450,,1
COMP/ECE,F,atewkes,Annabella,Tewkesbury,atewkes@edu.uwaterloo.ca,40353676,,2
COMP/ECE,F,atyers,Astra,Tyers,atyers@edu.uwaterloo.ca,80028204,,3
COMP/ECE,F,awillia,Archer,Williams,awillia@edu.uwaterloo.ca,46194434,,4
COMP/ECE,F,awrefor,Andre,Wreford,awrefor@edu.uwaterloo.ca,65697709,,5
COMP/ECE,F,bbeake,Brian,Beake,bbeake@edu.uwaterloo.ca,27401518,,6
COMP/ECE,F,bbelcha,Billy,Belchamp,bbelcha@edu.uwaterloo.ca,82720372,,7
COMP/ECE,F,bbellwo,Beryl,Bellwood,bbellwo@edu.uwaterloo.ca,95355790,,8
COMP/ECE,F,bboow,Berrie,Boow,bboow@edu.uwaterloo.ca,65068205,,9
COMP/ECE,F,bchsten,Bank,Chsteney,bchsten@edu.uwaterloo.ca,67728247,,10
COMP/ECE,F,bdymock,Burg,Dymocke,bdymock@edu.uwaterloo.ca,86984182,,11
COMP/ECE,F,bflattm,Borden,Flattman,bflattm@edu.uwaterloo.ca,44513666,,12
COMP/ECE,F,bguerry,Brice,Guerry,bguerry@edu.uwaterloo.ca,97628718,,13
COMP/ECE,F,bmccree,Britney,McCreedy,bmccree@edu.uwaterloo.ca,19760902,,14
COMP/ECE,F,bmoreco,Brianna,Morecomb,bmoreco@edu.uwaterloo.ca,54505567,,15
COMP/ECE,F,bnutt,Bink,Nutt,bnutt@edu.uwaterloo.ca,33702465,,16
COMP/ECE,F,bpflege,Benny,Pfleger,bpflege@edu.uwaterloo.ca,35200570,,17
COMP/ECE,F,bpostle,Bob,Postles,bpostle@edu.uwaterloo.ca,16872316,,18
COMP/ECE,F,bstapel,Benoite,Stapele,bstapel@edu.uwaterloo.ca,36466635,,1
COMP/ECE,F,bstiven,Brigg,Stiven,bstiven@edu.uwaterloo.ca,71489583,,2
COMP/ECE,F,btremmi,Brittni,Tremmil,btremmi@edu.uwaterloo.ca,48527635,,3
COMP/ECE,F,btwoohy,Boy,Twoohy,btwoohy@edu.uwaterloo.ca,53062825,,4
COMP/ECE,F,bwiltsh,Brandice,Wiltshaw,bwiltsh@edu.uwaterloo.ca,83902924,,5
COMP/ECE,F,calstea,Carolin,Alstead,calstea@edu.uwaterloo.ca,16394637,,6
COMP/ECE,F,cantoni,Casey,Antonik,cantoni@edu.uwaterloo.ca,36657530,,7
COMP/ECE,F,cbenda,Cloris,Benda,cbenda@edu.uwaterloo.ca,64992336,,8
COMP/ECE,F,cboeter,Cord,Boeter,cboeter@edu.uwaterloo.ca,64241063,,9
COMP/ECE,F,cbrearl,Coralyn,Brearley,cbrearl@edu.uwaterloo.ca,26937447,,10
COMP/ECE,F,ccollen,Christophe,Collens,ccollen@edu.uwaterloo.ca,21611076,,11
COMP/ECE,F,ccovert,Cordie,Covert,ccovert@edu.uwaterloo.ca,77651753,,12
COMP/ECE,F,cderrin,Chiquita,Derrington,cderrin@edu.uwaterloo.ca,94489307,,13
COMP/ECE,F,ceckley,Celinda,Eckley,ceckley@edu.uwaterloo.ca,71552349,,14
COMP/ECE,F,cespina,Clemente,Espinal,cespina@edu.uwaterloo.ca,21612386,,15
COMP/ECE,F,cfother,Cyril,Fotherby,cfother@edu.uwaterloo.ca,65112003,,16
COMP/ECE,F,claxsto,Cassi,Laxston,claxsto@edu.uwaterloo.ca,41613167,,17
COMP/ECE,F,clesley,Christin,Lesley,clesley@edu.uwaterloo.ca,68138506,,18
COMP/ECE,F,clumsde,Claude,Lumsden,clumsde@edu.uwaterloo.ca,95632585,,1
COMP/ECE,F,cmcruvi,Cristiano,McRuvie,cmcruvi@edu.uwaterloo.ca,84262201,,2
COMP/ECE,F,cspurri,Cordula,Spurrier,cspurri@edu.uwaterloo.ca,78171330,,3
COMP/ECE,F,cstalle,Carmon,Stalley,cstalle@edu.uwaterloo.ca,88028753,,4
COMP/ECE,F,cstrett,Currie,Strettle,cstrett@edu.uwaterloo.ca,48953655,,5
COMP/ECE,F,csucre,Charissa,Sucre,csucre@edu.uwaterloo.ca,60294921,,6
COMP/ECE,F,ctombli,Clywd,Tomblin,ctombli@edu.uwaterloo.ca,40025355,,7
COMP/ECE,F,cvobes,Candie,Vobes,cvobes@edu.uwaterloo.ca,85026154,,8
COMP/ECE,F,cwinsta,Clemens,Winstanley,cwinsta@edu.uwaterloo.ca,68751338,,9
COMP/ECE,F,dallan,Dulciana,Allan,dallan@edu.uwaterloo.ca,84219679,,10
COMP/ECE,F,deverin,Darelle,Everingham,deverin@edu.uwaterloo.ca,57372257,,11
COMP/ECE,F,dferber,Darnall,Ferber,dferber@edu.uwaterloo.ca,81862758,,12
COMP/ECE,F,dglendi,Debora,Glendinning,dglendi@edu.uwaterloo.ca,38099234,,13
COMP/ECE,F,dhagwoo,Doria,Hagwood,dhagwoo@edu.uwaterloo.ca,30962026,,14
COMP/ECE,F,dhakewo,Davina,Hakeworth,dhakewo@edu.uwaterloo.ca,51763411,,15
COMP/ECE,F,dhebbor,Darnell,Hebborn,dhebbor@edu.uwaterloo.ca,77545047,,16
COMP/ECE,F,dhighto,Donovan,Highton,dhighto@edu.uwaterloo.ca,53863766,,17
COMP/ECE,F,dmartyn,Danny,Martyns,dmartyn@edu.uwaterloo.ca,67374512,,18
COMP/ECE,F,dnoke,Dianemarie,Noke,dnoke@edu.uwaterloo.ca,16709009,,1
COMP/ECE,F,dreisen,Douglas,Reisen,dreisen@edu.uwaterloo.ca,75708195,,2
COMP/ECE,F,ealpes,Evan,Alpes,ealpes@edu.uwaterloo.ca,56683690,,3
COMP/ECE,F,efebre,Eziechiele,Febre,efebre@edu.uwaterloo.ca,82453029,,4
COMP/ECE,F,egoold,Elwyn,Goold,egoold@edu.uwaterloo.ca,63623905,,5
COMP/ECE,F,emathen,Everett,Mathen,emathen@edu.uwaterloo.ca,23660204,,6
COMP/ECE,F,emccorm,Ertha,McCormick,emccorm@edu.uwaterloo.ca,78869486,,7
COMP/ECE,F,epickva,Emlyn,Pickvance,epickva@edu.uwaterloo.ca,18625398,,8
COMP/ECE,F,erames,Emery,Rames,erames@edu.uwaterloo.ca,33154960,,9
COMP/ECE,F,erhubot,Earlie,Rhubottom,erhubot@edu.uwaterloo.ca,83549271,,10
COMP/ECE,F,esholl,Elsa,Sholl,esholl@edu.uwaterloo.ca,77224440,,11
COMP/ECE,F,everdey,Eloise,Verdey,everdey@edu.uwaterloo.ca,41996616,,12
COMP/ECE,F,fberns,Frankie,Berns,fberns@edu.uwaterloo.ca,61943159,,13
COMP/ECE,F,fholley,Fowler,Holley,fholley@edu.uwaterloo.ca,20430359,,14
COMP/ECE,F,flagen,Fowler,Lagen,flagen@edu.uwaterloo.ca,87756293,,15
COMP/ECE,F,fmaides,Finley,Maides,fmaides@edu.uwaterloo.ca,55654422,,16
COMP/ECE,F,fmumm,Freddie,Mumm,fmumm@edu.uwaterloo.ca,27589220,,17
COMP/ECE,F,fpulfor,Fianna,Pulford,fpulfor@edu.uwaterloo.ca,69659673,,18
COMP/ECE,F,ftritta,Felipe,Trittam,ftritta@edu.uwaterloo.ca,60337122,,1
COMP/ECE,F,gagnew,Glyn,Agnew,gagnew@edu.uwaterloo.ca,18625749,,2
COMP/ECE,F,galbery,Gilbert,Albery,galbery@edu.uwaterloo.ca,31856068,,3
COMP/ECE,F,gantat,Gal,Antat,gantat@edu.uwaterloo.ca,65071886,,4
COMP/ECE,F,gbasilo,Gaye,Basilotta,gbasilo@edu.uwaterloo.ca,99163336,,5
COMP/ECE,F,gfacey,Gardiner,Facey,gfacey@edu.uwaterloo.ca,85698888,,6
COMP/ECE,F,gmollna,Gregoire,Mollnar,gmollna@edu.uwaterloo.ca,51171940,,7
COMP/ECE,F,gnorth,Gaston,North,gnorth@edu.uwaterloo.ca,32276983,,8
COMP/ECE,F,goxherd,Gaynor,Oxherd,goxherd@edu.uwaterloo.ca,27352701,,9
COMP/ECE,F,gpalfre,Gabriele,Palfrey,gpalfre@edu.uwaterloo.ca,69589684,,10
COMP/ECE,F,gpoynse,Ginnie,Poynser,gpoynse@edu.uwaterloo.ca,17424391,,11
COMP/ECE,F,gprangn,Gerome,Prangnell,gprangn@edu.uwaterloo.ca,51986918,,12
COMP/ECE,F,grafter,Garek,Rafter,grafter@edu.uwaterloo.ca,74660876,,13
COMP/ECE,F,gsommer,Gan,Sommerlin,gsommer@edu.uwaterloo.ca,19156363,,14
COMP/ECE,F,gswinfo,Godfree,Swinfon,gswinfo@edu.uwaterloo.ca,20521276,,15
COMP/ECE,F,gtohill,Griffy,Tohill,gtohill@edu.uwaterloo.ca,20635241,,16
COMP/ECE,F,gyantsu,Glynn,Yantsurev,gyantsu@edu.uwaterloo.ca,38644358,,17
COMP/ECE,F,haddiso,Heddie,Addison,haddiso@edu.uwaterloo.ca,78247859,,18
COMP/ECE,F,hblowes,Hasheem,Blowes,hblowes@edu.uwaterloo.ca,99410123,,1
COMP/ECE,F,hbrea,Halie,Brea,hbrea@edu.uwaterloo.ca,10477878,,2
COMP/ECE,F,hhughes,Hale,Hughes,hhughes@edu.uwaterloo.ca,54076700,,3
COMP/ECE,F,hingarf,Hirsch,Ingarfill,hingarf@edu.uwaterloo.ca,55359988,,4
COMP/ECE,F,hmattin,Hervey,Mattinson,hmattin@edu.uwaterloo.ca,75081773,,5
COMP/ECE,F,hskyppe,Hayyim,Skyppe,hskyppe@edu.uwaterloo.ca,15836058,,6
COMP/ECE,F,hstreet,Harbert,Streeten,hstreet@edu.uwaterloo.ca,52658627,,7
COMP/ECE,F,htrewin,Hazlett,Trewinnard,htrewin@edu.uwaterloo.ca,19606894,,8
COMP/ECE,F,ichalic,Ingra,Chalice,ichalic@edu.uwaterloo.ca,56992483,,9
COMP/ECE,F,iclues,Ivor,Clues,iclues@edu.uwaterloo.ca,52244180,,10
COMP/ECE,F,ifaireb,Itch,Fairebrother,ifaireb@edu.uwaterloo.ca,65545509,,11
COMP/ECE,F,iwhitse,Ingar,Whitsey,iwhitse@edu.uwaterloo.ca,97932303,,12
COMP/ECE,F,iwillmo,Ilise,Willmont,iwillmo@edu.uwaterloo.ca,88015581,,13
COMP/ECE,F,jatwood,Jacinta,Atwood,jatwood@edu.uwaterloo.ca,14696760,,14
COMP/ECE,F,jdoulto,Jackson,Doulton,jdoulto@edu.uwaterloo.ca,32753620,,15
COMP/ECE,F,jebbing,Joelie,Ebbings,jebbing@edu.uwaterloo.ca,84487154,,16
COMP/ECE,F,jgilham,Jacintha,Gilham,jgilham@edu.uwaterloo.ca,83430770,,17
COMP/ECE,F,jgoskar,Jerri,Goskar,jgoskar@edu.uwaterloo.ca,78294233,,18
COMP/ECE,F,jharesn,Juditha,Haresnape,jharesn@edu.uwaterloo.ca,88650769,,1
COMP/ECE,F,jharrie,Jimmie,Harries,jharrie@edu.uwaterloo.ca,97809279,,2
COMP/ECE,F,jhawtho,Josiah,Hawthorn,jhawtho@edu.uwaterloo.ca,77444791,,3
COMP/ECE,F,jmacgil,Jermaine,MacGillavery,jmacgil@edu.uwaterloo.ca,86572982,,4
COMP/ECE,F,jmagove,Jdavie,Magovern,jmagove@edu.uwaterloo.ca,61678855,,5
COMP/ECE,F,jnears,Joshia,Nears,jnears@edu.uwaterloo.ca,49801894,,6
COMP/ECE,F,jrichen,Julian,Richen,jrichen@edu.uwaterloo.ca,98522153,,7
COMP/ECE,F,jvanyuk,Jakie,Vanyukov,jvanyuk@edu.uwaterloo.ca,59588993,,8
COMP/ECE,F,jwyllie,Jammie,Wyllie,jwyllie@edu.uwaterloo.ca,70108412,,9
COMP/ECE,F,kcockro,Kelly,Cockroft,kcockro@edu.uwaterloo.ca,48812817,,10
COMP/ECE,F,kferrey,Kile,Ferrey,kferrey@edu.uwaterloo.ca,22047791,,11
COMP/ECE,F,knasey,Katti,Nasey,knasey@edu.uwaterloo.ca,37250235,,12
COMP/ECE,F,knibley,Kiel,Nibley,knibley@edu.uwaterloo.ca,56612390,,13
COMP/ECE,F,ko'dogh,Kacy,O'Dogherty,ko'dogh@edu.uwaterloo.ca,96948041,,14
COMP/ECE,F,korder,Karie,Order,korder@edu.uwaterloo.ca,57399715,,15
COMP/ECE,F,laves,Lemuel,Aves,laves@edu.uwaterloo.ca,34485513,,16
COMP/ECE,F,ldaintr,Licha,Daintrey,ldaintr@edu.uwaterloo.ca,78964037,,17
COMP/ECE,F,lferrin,Lion,Ferrini,lferrin@edu.uwaterloo.ca,13648117,,18
COMP/ECE,F,lgrint,Letitia,Grint,lgrint@edu.uwaterloo.ca,18115404,,1
COMP/ECE,F,litzig,Lexy,Itzig,litzig@edu.uwaterloo.ca,14990617,,2
COMP/ECE,F,lmalenf,Lowrance,Malenfant,lmalenf@edu.uwaterloo.ca,78584260,,3
COMP/ECE,F,lmaus,Levon,Maus,lmaus@edu.uwaterloo.ca,32256619,,4
COMP/ECE,F,lmessru,Lyndy,Messruther,lmessru@edu.uwaterloo.ca,68418025,,5
COMP/ECE,F,lpentyc,Lula,Pentycross,lpentyc@edu.uwaterloo.ca,63366183,,6
COMP/ECE,F,lpoundf,Lena,Poundford,lpoundf@edu.uwaterloo.ca,57912803,,7
COMP/ECE,F,lstepto,Lance,Steptow,lstepto@edu.uwaterloo.ca,46075185,,8
COMP/ECE,F,ltillot,Louie,Tillot,ltillot@edu.uwaterloo.ca,17775427,,9
COMP/ECE,F,lyitzho,Lebbie,Yitzhok,lyitzho@edu.uwaterloo.ca,46413191,,10
COMP/ECE,F,mbarbar,Millisent,Barbara,mbarbar@edu.uwaterloo.ca,71781786,,11
COMP/ECE,F,mblackn,Marcos,Blackney,mblackn@edu.uwaterloo.ca,26934611,,12
COMP/ECE,F,mbuckla,Mozelle,Bucklan,mbuckla@edu.uwaterloo.ca,54871426,,13
COMP/ECE,F,mcabedo,Maxy,Cabedo,mcabedo@edu.uwaterloo.ca,23908945,,14
COMP/ECE,F,mdallic,Mack,Dallicott,mdallic@edu.uwaterloo.ca,36529483,,15
COMP/ECE,F,mdowbek,Marquita,Dowbekin,mdowbek@edu.uwaterloo.ca,45425256,,16
COMP/ECE,F,mepsly,Morley,Epsly,mepsly@edu.uwaterloo.ca,40844616,,17
COMP/ECE,F,mfenich,Meriel,Fenich,mfenich@edu.uwaterloo.ca,27211444,,18
COMP/ECE,F,mgrigor,Mina,Grigorey,mgrigor@edu.uwaterloo.ca,26768348,,1
COMP/ECE,F,mhrihor,Mathilda,Hrihorovich,mhrihor@edu.uwaterloo.ca,70520693,,2
COMP/ECE,F,mjayes,Mac,Jayes,mjayes@edu.uwaterloo.ca,84232565,,3
COMP/ECE,F,mkempst,Matthew,Kempstone,mkempst@edu.uwaterloo.ca,90519535,,4
COMP/ECE,F,mkemsle,Malia,Kemsley,mkemsle@edu.uwaterloo.ca,89247574,,5
COMP/ECE,F,mmcgraf,Melonie,McGraffin,mmcgraf@edu.uwaterloo.ca,84875393,,6
COMP/ECE,F,mmcgroa,Mariam,McGroarty,mmcgroa@edu.uwaterloo.ca,93200051,,7
COMP/ECE,F,mmolnar,Maureene,Molnar,mmolnar@edu.uwaterloo.ca,31968590,,8
COMP/ECE,F,mpeteri,Marius,Peteri,mpeteri@edu.uwaterloo.ca,16319469,,9
COMP/ECE,F,mraimen,Marysa,Raiment,mraimen@edu.uwaterloo.ca,43400719,,10
COMP/ECE,F,mscaple,Myron,Scaplehorn,mscaple@edu.uwaterloo.ca,13492487,,11
COMP/ECE,F,mshine,Melisse,Shine,mshine@edu.uwaterloo.ca,39690212,,12
COMP/ECE,F,msterri,Marlane,Sterricks,msterri@edu.uwaterloo.ca,55425785,,13
COMP/ECE,F,mtaw,Mellicent,Taw,mtaw@edu.uwaterloo.ca,32946551,,14
COMP/ECE,F,mtruett,Margaretha,Truett,mtruett@edu.uwaterloo.ca,31348460,,15
COMP/ECE,F,mvasent,Malcolm,Vasentsov,mvasent@edu.uwaterloo.ca,84076645,,16
COMP/ECE,F,nchampe,Nathaniel,Champerlen,nchampe@edu.uwaterloo.ca,40283681,,17
COMP/ECE,F,nchilde,Nevile,Childe,nchilde@edu.uwaterloo.ca,27038589,,18
COMP/ECE,F,nlittle,Norman,Littlekit,nlittle@edu.uwaterloo.ca,16094424,,1
COMP/ECE,F,nschool,Nicolle,Schooling,nschool@edu.uwaterloo.ca,60481164,,2
COMP/ECE,F,nsommer,Nicolina,Sommerfeld,nsommer@edu.uwaterloo.ca,93883845,,3
COMP/ECE,F,nsummer,Nickey,Summerley,nsummer@edu.uwaterloo.ca,27561001,,4
COMP/ECE,F,nthirla,Nichole,Thirlaway,nthirla@edu.uwaterloo.ca,80184957,,5
COMP/ECE,F,ntourle,Normy,Tourle,ntourle@edu.uwaterloo.ca,36676991,,6
COMP/ECE,F,odivine,Odelia,Divine,odivine@edu.uwaterloo.ca,15940890,,7
COMP/ECE,F,pdaltre,Pietrek,Daltrey,pdaltre@edu.uwaterloo.ca,87673386,,8
COMP/ECE,F,pst. pa,Packston,St. Paul,pst. pa@edu.uwaterloo.ca,80810596,,9
COMP/ECE,F,qbenech,Quintin,Benech,qbenech@edu.uwaterloo.ca,19244418,,10
COMP/ECE,F,rcalvey,Reine,Calvey,rcalvey@edu.uwaterloo.ca,23784905,,11
COMP/ECE,F,rdigwee,Roxie,Digweed,rdigwee@edu.uwaterloo.ca,63192895,,12
COMP/ECE,F,rdown,Rachele,Down,rdown@edu.uwaterloo.ca,16319444,,13
COMP/ECE,F,rfryatt,Rennie,Fryatt,rfryatt@edu.uwaterloo.ca,50872992,,14
COMP/ECE,F,rlocket,Ranique,Lockett,rlocket@edu.uwaterloo.ca,72080121,,15
COMP/ECE,F,rrentol,Rudolfo,Rentoll,rrentol@edu.uwaterloo.ca,29249175,,16
COMP/ECE,F,rstille,Ravi,Stiller,rstille@edu.uwaterloo.ca,15751389,,17
COMP/ECE,F,rtheure,Rhianna,Theurer,rtheure@edu.uwaterloo.ca,11806339,,18
COMP/ECE,F,sconich,Salli,Conichie,sconich@edu.uwaterloo.ca,85951813,,1
COMP/ECE,F,scovell,Sabine,Covelle,scovell@edu.uwaterloo.ca,38401251,,2
COMP/ECE,F,scranch,Shelton,Cranch,scranch@edu.uwaterloo.ca,41707056,,3
COMP/ECE,F,selvish,Salem,Elvish,selvish@edu.uwaterloo.ca,71814702,,4
COMP/ECE,F,sfundel,Stewart,Fundell,sfundel@edu.uwaterloo.ca,77988147,,5
COMP/ECE,F,sgaule,Schuyler,Gaule,sgaule@edu.uwaterloo.ca,71973784,,6
COMP/ECE,F,shoulah,Sheridan,Houlahan,shoulah@edu.uwaterloo.ca,79440586,,7
COMP/ECE,F,shovend,Sadie,Hovenden,shovend@edu.uwaterloo.ca,78373732,,8
COMP/ECE,F,smacpar,Spencer,MacParlan,smacpar@edu.uwaterloo.ca,48712733,,9
COMP/ECE,F,smarten,Sofia,Martensen,smarten@edu.uwaterloo.ca,30774345,,10
COMP/ECE,F,smartin,Suzi,Martinez,smartin@edu.uwaterloo.ca,82358539,,11
COMP/ECE,F,smaskel,Sascha,Maskell,smaskel@edu.uwaterloo.ca,62803074,,12
COMP/ECE,F,smeany,Star,Meany,smeany@edu.uwaterloo.ca,56483464,,13
COMP/ECE,F,smoorer,Stevie,Moorerud,smoorer@edu.uwaterloo.ca,86684851,,14
COMP/ECE,F,sryson,Sianna,Ryson,sryson@edu.uwaterloo.ca,81076167,,15
COMP/ECE,F,sscatha,Sidonnie,Scathard,sscatha@edu.uwaterloo.ca,27112644,,16
COMP/ECE,F,sshwenn,Sharai,Shwenn,sshwenn@edu.uwaterloo.ca,96263865,,17
COMP/ECE,F,stwidde,Silva,Twiddell,stwidde@edu.uwaterloo.ca,68121796,,18
COMP/ECE,F,tlutman,Thornie,Lutman,tlutman@edu.uwaterloo.ca,62913177,,1
COMP/ECE,F,tolfert,Theo,Olfert,tolfert@edu.uwaterloo.ca,94254937,,2
COMP/ECE,F,trenneb,Tana,Rennebach,trenneb@edu.uwaterloo.ca,24153202,,3
COMP/ECE,F,ttran,Tressa,Tran,ttran@edu.uwaterloo.ca,33193652,,4
COMP/ECE,F,tvasyuk,Tara,Vasyukhichev,tvasyuk@edu.uwaterloo.ca,53777035,,5
COMP/ECE,F,ugroome,Uri,Groomebridge,ugroome@edu.uwaterloo.ca,26148510,,6
COMP/ECE,F,umariel,Ulberto,Mariel,umariel@edu.uwaterloo.ca,88127373,,7
COMP/ECE,F,vcarlin,Vicki,Carlin,vcarlin@edu.uwaterloo.ca,31115571,,8
COMP/ECE,F,vmaskre,Vasili,Maskrey,vmaskre@edu.uwaterloo.ca,67204912,,9
COMP/ECE,F,vrubber,Vic,Rubberts,vrubber@edu.uwaterloo.ca,52004683,,10
COMP/ECE,F,wbarz,West,Barz,wbarz@edu.uwaterloo.ca,69656481,,11
COMP/ECE,F,wbaxsta,Willis,Baxstare,wbaxsta@edu.uwaterloo.ca,87042266,,12
COMP/ECE,F,wnono,Wilma,Nono,wnono@edu.uwaterloo.ca,81072890,,13
COMP/ECE,F,wtrousd,Wanda,Trousdell,wtrousd@edu.uwaterloo.ca,20688112,,14
COMP/ECE,F,wtwynin,Waneta,Twyning,wtwynin@edu.uwaterloo.ca,20890437,,15
COMP/ECE,F,yboyfie,Yolande,Boyfield,yboyfie@edu.uwaterloo.ca,70073990,,16
COMP/ECE,F,zbridge,Zachary,Bridgewood,zbridge@edu.uwaterloo.ca,29023088,,17
COMP/ECE,F,zbutter,Zonda,Butterfint,zbutter@edu.uwaterloo.ca,31646110,,18
COMP/ECE,F,zmcmurt,Zora,McMurty,zmcmurt@edu.uwaterloo.ca,47485363,,1
COMP/ECE,M,aadamo,Alexio,Adamo,aadamo@edu.uwaterloo.ca,93534274,,2
COMP/ECE,M,aatwate,Arlee,Atwater,aatwate@edu.uwaterloo.ca,42953669,,3
COMP/ECE,M,abrelsf,Annaliese,Brelsford,abrelsf@edu.uwaterloo.ca,58218568,,4
COMP/ECE,M,acholom,Ann,Cholomin,acholom@edu.uwaterloo.ca,72221689,,5
COMP/ECE,M,aedingt,Addi,Edington,aedingt@edu.uwaterloo.ca,55309693,,6
COMP/ECE,M,afaulke,Arabele,Faulkes,afaulke@edu.uwaterloo.ca,97101124,,7
COMP/ECE,M,afilipp,Allayne,Filippello,afilipp@edu.uwaterloo.ca,58222233,,8
COMP/ECE,M,agigg,Abeu,Gigg,agigg@edu.uwaterloo.ca,94059677,,9
COMP/ECE,M,agookey,Athene,Gookey,agookey@edu.uwaterloo.ca,10985677,,10
COMP/ECE,M,agorse,Ansell,Gorse,agorse@edu.uwaterloo.ca,70423748,,11
COMP/ECE,M,agrindl,Amanda,Grindley,agrindl@edu.uwaterloo.ca,56865860,,12
COMP/ECE,M,ajovano,Allys,Jovanovic,ajovano@edu.uwaterloo.ca,72304970,,13
COMP/ECE,M,aludlam,Anny,Ludlam,aludlam@edu.uwaterloo.ca,45494024,,14
COMP/ECE,M,amccomb,Alistair,McComb,amccomb@edu.uwaterloo.ca,26419611,,15
COMP/ECE,M,amckell,Abrahan,McKellar,amckell@edu.uwaterloo.ca,87998460,,16
COMP/ECE,M,amcmorr,Alica,McMorran,amcmorr@edu.uwaterloo.ca,11756469,,17
COMP/ECE,M,amilsom,Alexina,Milsom,amilsom@edu.uwaterloo.ca,61832367,,18
COMP/ECE,M,amurney,Arlen,Murney,amurney@edu.uwaterloo.ca,83572760,,1
COMP/ECE,M,apittoc,Alla,Pittock,apittoc@edu.uwaterloo.ca,10197420,,2
COMP/ECE,M,aquince,Avram,Quince,aquince@edu.uwaterloo.ca,89574357,,3
COMP/ECE,M,asentan,Antons,Sentance,asentan@edu.uwaterloo.ca,26594456,,4
COMP/ECE,M,ashapte,Aubert,Shapter,ashapte@edu.uwaterloo.ca,73800061,,5
COMP/ECE,M,asilcoc,Aleece,Silcocks,asilcoc@edu.uwaterloo.ca,41872270,,6
COMP/ECE,M,aslyves,Antoine,Slyvester,aslyves@edu.uwaterloo.ca,61758433,,7
COMP/ECE,M,astoodl,Aleda,Stoodley,astoodl@edu.uwaterloo.ca,47167472,,8
COMP/ECE,M,avalent,Alyce,Valentino,avalent@edu.uwaterloo.ca,52125211,,9
COMP/ECE,M,bbeckin,Burton,Beckingham,bbeckin@edu.uwaterloo.ca,23756828,,10
COMP/ECE,M,bbiasio,Bengt,Biasioli,bbiasio@edu.uwaterloo.ca,44031578,,11
COMP/ECE,M,bbudget,Bastian,Budgett,bbudget@edu.uwaterloo.ca,66776043,,12
COMP/ECE,M,bcarnog,Bondon,Carnoghan,bcarnog@edu.uwaterloo.ca,74134397,,13
COMP/ECE,M,bdarbys,Bourke,Darbyshire,bdarbys@edu.uwaterloo.ca,22425873,,14
COMP/ECE,M,bdilwor,Bunnie,Dilworth,bdilwor@edu.uwaterloo.ca,55924217,,15
COMP/ECE,M,bdomeni,Brooks,Domenichelli,bdomeni@edu.uwaterloo.ca,83984348,,16
COMP/ECE,M,bdurban,Bondy,Durban,bdurban@edu.uwaterloo.ca,15156443,,17
COMP/ECE,M,bgammac,Beverly,Gammack,bgammac@edu.uwaterloo.ca,83815106,,18
COMP/ECE,M,bgingle,Binky,Gingles,bgingle@edu.uwaterloo.ca,40180311,,1
COMP/ECE,M,bhabish,Bert,Habishaw,bhabish@edu.uwaterloo.ca,58803821,,2
COMP/ECE,M,bhearon,Blakeley,Hearons,bhearon@edu.uwaterloo.ca,81625787,,3
COMP/ECE,M,bjansik,Buffy,Jansik,bjansik@edu.uwaterloo.ca,79526353,,4
COMP/ECE,M,bjasiak,Betteann,Jasiak,bjasiak@edu.uwaterloo.ca,98663662,,5
COMP/ECE,M,bjirzik,Bobby,Jirzik,bjirzik@edu.uwaterloo.ca,87961303,,6
COMP/ECE,M,bkleisl,Barde,Kleisle,bkleisl@edu.uwaterloo.ca,11920679,,7
COMP/ECE,M,bkubcza,Berke,Kubczak,bkubcza@edu.uwaterloo.ca,38853147,,8
COMP/ECE,M,bmclind,Bentley,McLinden,bmclind@edu.uwaterloo.ca,55310682,,9
COMP/ECE,M,bmound,Beatrice,Mound,bmound@edu.uwaterloo.ca,53787631,,10
COMP/ECE,M,bprobyn,Burton,Probyn,bprobyn@edu.uwaterloo.ca,92646616,,11
COMP/ECE,M,bpryke,Bobby,Pryke,bpryke@edu.uwaterloo.ca,37542786,,12
COMP/ECE,M,brois,Baxy,Rois,brois@edu.uwaterloo.ca,79593565,,13
